quote_date,data_type,n_options,spot,v0,kappa,theta,xi,rho,rmse,mae,max_error,feller_satisfied,feller_ratio,success
2025-10-15,raw,146,664.775,0.040137573175281736,14.999998710796808,0.05566573542339518,4.999999998730138,-0.6652377924123616,0.06757538423021865,0.04706984956106075,0.2817615821790453,False,0.06679887680084887,True
2025-10-15,repaired,146,664.775,0.041011258390704845,14.999999998902664,0.05201194358074282,4.999999979139643,-0.6472199185649679,0.06872253810735628,0.04934471422609696,0.23122182004800096,False,0.062414332813119526,True
