quote_date,data_type,n_options,spot,v0,kappa,theta,xi,rho,rmse,mae,feller_satisfied,feller_ratio,success
2025-10-01,raw,143,668.795,0.025301390705148186,14.99999999973511,0.04937295760624651,4.999999804434707,-0.660083896733545,0.054858181678824974,0.042448315249039976,False,0.059247553761155536,True
2025-10-01,repaired,143,668.795,0.025110344134734938,14.999999999094808,0.04907254982702108,4.9999999532623445,-0.6584563997249295,0.05627706984899334,0.043358782539050685,False,0.058887060889768944,True
2025-10-02,raw,144,669.205,0.025158221170241107,14.99999999986587,0.0478724910092091,4.999999954021543,-0.6190220418178853,0.0573564792511952,0.045022697132299054,False,0.05744699026706681,True
2025-10-02,repaired,144,669.205,0.02589348500615141,14.999999999959751,0.04506016612119378,4.999999999561658,-0.5994480593689133,0.06076881723745435,0.04811312584384183,False,0.054072199354768286,True
2025-10-03,raw,142,669.835,0.021675699001677845,14.999999999915326,0.04533158703612341,4.99999999955372,-0.611625852958761,0.05946860385301361,0.04660449872813387,False,0.05439790445275171,True
2025-10-03,repaired,142,669.835,0.021969802113391373,14.999999918230827,0.044039260448294475,4.999999846691933,-0.6031695007973952,0.061272041928807135,0.04815053329040718,False,0.05284711549062465,True
2025-10-06,raw,142,671.855,0.027697839399602128,14.999958366695441,0.052794293725396554,4.9999941404717605,-0.655538818160198,0.051691064065458724,0.039565749827658085,False,0.06335312511808636,True
2025-10-06,repaired,142,671.855,0.027208989914934985,14.999867865413467,0.051896643751316744,4.9999463431015885,-0.6475371456765117,0.052545640962242686,0.040271137590393115,False,0.06227676053820842,True
2025-10-07,raw,144,669.305,0.030506712628027833,14.999999999718243,0.05889611939591148,4.999999988591273,-0.6774498636608356,0.04400972810137853,0.0337962789188572,False,0.07067534359629252,True
2025-10-07,repaired,144,669.305,0.030616495748054768,14.999999999999936,0.05831777087905394,4.999999999997314,-0.6734843080860443,0.04474586642424986,0.034387369024656576,False,0.06998132505493962,True
2025-10-08,raw,143,672.745,0.023844524415255555,14.999999989949183,0.05104345553513987,4.999999890295279,-0.6311570257257256,0.05609086702953885,0.04399622528211315,False,0.061252149288985515,True
2025-10-08,repaired,143,672.745,0.023855311235214473,14.999999999705793,0.0492033144131741,4.9999999895651115,-0.6186879550918482,0.05797559277737045,0.04563874174260354,False,0.05904397754109777,True
2025-10-09,raw,144,670.945,0.02249057651903424,14.999999880865078,0.03945248370036541,4.999999452558289,-0.5545494152124982,0.06278671034038608,0.050349045348434936,False,0.04734299043143551,True
2025-10-09,repaired,145,670.945,0.02313897295590202,14.999999999840918,0.03866257445427496,4.999999998922216,-0.5500940719013808,0.06327052523101982,0.05038202488426417,False,0.04639508936463947,True
2025-10-10,raw,147,656.075,0.03432214951927623,14.999999988162807,0.03243152814465069,4.999999859433031,-0.459665530425318,0.07067502717552547,0.059800877283944766,False,0.038917835931093825,True
2025-10-10,repaired,146,656.075,0.03625795243933259,14.999999999095582,0.03287395013378714,4.99999989526745,-0.4578007345271935,0.07073597274359512,0.059779367578695106,False,0.039448741810792935,True
2025-10-13,raw,140,663.405,0.0450544328498117,4.36061812061792,0.07434512316650348,3.8828922504053756,-0.732189319173545,0.04586766646075123,0.03677294100283549,False,0.043005089703247824,True
2025-10-13,repaired,140,663.405,0.04345952011343419,8.332094015419244,0.06964804757557312,4.520371263326716,-0.6960901847330228,0.04257662560050936,0.03414424617402069,False,0.05679954974642402,True
2025-10-14,raw,143,660.86,0.037573467476042524,14.999999999977529,0.058593437897721576,4.9999999996256665,-0.6776185190102019,0.04653626371682243,0.03814441057159763,False,0.07031212548768863,True
2025-10-14,repaired,143,660.86,0.037276283254074484,14.999999994099968,0.05409258189638313,4.999999915324116,-0.6546181348941661,0.05114510760749605,0.04196901160289319,False,0.06491110044868982,True
2025-10-15,raw,145,664.775,0.03888474074372142,14.999999998807834,0.06462271260820612,4.999999991669588,-0.6812159652419789,0.04676045437062088,0.03452437128031952,False,0.0775472553820843,True
2025-10-15,repaired,145,664.775,0.038659929715253165,14.999999999996245,0.0616421903455271,4.9999999999493525,-0.6648854394765411,0.04670758411296408,0.03650787674548565,False,0.07397062841611257,True
2025-10-16,raw,143,659.455,0.057044424955473544,14.999953658590025,0.06796901619461751,4.999986829288831,-0.6702542025798905,0.04481064514026046,0.03753496827045317,False,0.08156299714764245,True
2025-10-16,repaired,143,659.455,0.05730661448203189,14.99999913601177,0.06503770844443905,4.999987926191714,-0.6554443631498555,0.047490452283739035,0.039904257468698155,False,0.07804562256068033,True
2025-10-17,raw,146,664.685,0.03646746816411143,14.999996647358408,0.053277113328733666,4.999986652635056,-0.6515937904340269,0.054514437645416684,0.0439885122281131,False,0.06393286303860148,True
2025-10-17,repaired,146,664.685,0.03656816255650202,14.999999921421486,0.05360433793299224,4.999999994606167,-0.6520754932046429,0.05399194778124055,0.043420877296450874,False,0.06432520532140251,True
2025-10-20,raw,142,671.515,0.036142924915054234,14.344499509918293,0.059099226116729624,4.775404536299957,-0.6786027986497989,0.04452364240549908,0.033447452671406634,False,0.07434929493059382,True
2025-10-20,repaired,142,671.515,0.03696915532109688,13.40741886423144,0.06100786549177924,4.755881331873195,-0.6865110656719311,0.04355506078110096,0.03286570951277796,False,0.07232675562680775,True
2025-10-21,raw,142,671.975,0.03234145220654923,14.999999999934765,0.06597858920052363,4.999999999550341,-0.7176158511397833,0.03745163746289872,0.0277101872678964,False,0.0791743070545246,True
