quote_date,data_type,n_options,spot,v0,kappa,theta,xi,rho,rmse,mae,feller_satisfied,feller_ratio,success
2025-10-22,raw,143,667.665,0.03663195854078766,14.999999913279622,0.06018081086260809,4.999995915164959,-0.6948862025325941,0.0428534855531394,0.03298651881489378,False,0.07221709061553021,True
2025-10-22,repaired,143,667.665,0.03681204008315053,14.999999999992275,0.059630135155881746,4.999999999300889,-0.6916938135336722,0.04413081780188072,0.034098810133412004,False,0.07155616220703151,True
2025-10-23,raw,142,671.995,0.03280828473370337,14.999999991797363,0.04984689074064967,4.999999997319892,-0.6409119490122248,0.05213946315914993,0.040303606092050755,False,0.05981626892019515,True
2025-10-23,repaired,142,671.995,0.032783785102590335,14.999999999999579,0.048612482017370506,4.999999999998779,-0.6315191159595867,0.05333819753277444,0.04139300966190445,False,0.05833497842087146,True
2025-10-24,raw,142,677.735,0.029956946876885934,14.999999996337273,0.048136543743443616,4.999999573414933,-0.6309897991082383,0.053101536525798576,0.03970063257567713,False,0.05776386233450746,True
2025-10-24,repaired,142,677.735,0.02997246999368783,14.999999999809145,0.0474576340976014,4.999999997516481,-0.6255331314521875,0.05349363608740192,0.040031350912601564,False,0.05694916097297081,True
2025-10-27,raw,144,684.645,0.03661070681904123,14.999999982264177,0.05364611147162246,4.999998391537658,-0.6642176049950845,0.04288675923901546,0.03240234579433993,False,0.0643753751079703,True
2025-10-27,repaired,144,684.645,0.03711463976197111,14.999999999999137,0.05303131929333492,4.999999999728883,-0.6614652581896935,0.043772641340517934,0.03299411003551543,False,0.06363758315889954,True
2025-10-28,raw,148,687.535,0.03635791754210475,14.999999999999968,0.053194408505367746,4.99999999998448,-0.6039846780863518,0.04824980675478216,0.035483931670945865,False,0.06383329020683744,True
2025-10-28,repaired,148,687.535,0.03632208886849998,14.999999999999643,0.05239410505931967,4.999999999991958,-0.596355506382928,0.04843627747307781,0.03571595666768846,False,0.06287292607138435,True
2025-10-29,raw,147,685.485,0.03965249617484111,14.99999999999999,0.04233691994457204,4.999999999989707,-0.5266954054666102,0.05591329161046222,0.042796198760540693,False,0.05080430393369558,True
2025-10-29,repaired,147,685.485,0.03982808155614882,14.999999999999797,0.042259035447086736,4.999999999989609,-0.526032336090743,0.05627135514049529,0.04302340790159437,False,0.050710842536714165,True
2025-10-30,raw,150,680.665,0.025163477309813116,14.999999999998671,0.027011758398986487,4.999999999774516,-0.4103659404575774,0.08822699782687335,0.07396618575954791,False,0.03241411008170445,True
2025-10-30,repaired,150,680.665,0.025145421334750683,14.99999999992877,0.026039351502384494,4.999999999999998,-0.3996754192858649,0.08961319000730956,0.07517868956603675,False,0.03124722180271303,True
2025-10-31,raw,144,684.435,0.02542511863356035,14.999999985789996,0.04398802713076857,4.999999999995059,-0.5134285427760764,0.06217729534403002,0.04966311871918449,False,0.052785632507020994,True
2025-10-31,repaired,145,684.435,0.02501155853277393,14.999999989473123,0.043472504906524004,4.999999714813237,-0.5074933822238687,0.06288180631954066,0.05020281827959492,False,0.05216701180215475,True
