quote_date,data_type,n_options,spot,v0,kappa,theta,xi,rho,rmse,mae,max_error,feller_satisfied,feller_ratio,success
2025-10-15,raw,145,664.775,0.03888474074372142,14.999999998807834,0.06462271260820612,4.999999991669588,-0.6812159652419789,0.04676045437062088,0.03452437128031952,0.2825185460239264,False,0.0775472553820843,True
2025-10-15,repaired,145,664.775,0.03883360132240644,14.999999999970262,0.06428648609385733,4.999999998950385,-0.6792659513394596,0.04061946488380621,0.032822398439484604,0.11977888635956298,False,0.07714378334486435,True
